Gender,Age,Education_Level,Relationship_Status,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR5,VAR6,VAR7,Attrition_rate
F,32,5,Married,Human Resource Management,Directive,9.0,3,20,2,3,4,type2,4.0,3,3,8,5,0.0761
F,45,4,Married,Purchasing,Directive,14.0,4,44,0,1,6,type2,2.0,3,2,8,4,0.1221
F,29,4,Married,Accounting and Finance,Conceptual,5.0,3,33,0,1,5,type2,1.0,5,4,9,4,0.0472
F,59,1,Married,Human Resource Management,Behavioral,29.0,2,70,1,2,6,type2,4.0,1,4,7,3,0.2221
M,55,3,Married,IT,Analytical,18.0,4,46,0,4,2,type2,3.0,4,3,7,4,0.0147
F,39,2,Married,Sales,Conceptual,16.0,1,69,0,3,6,type2,1.0,3,2,6,3,0.2333
M,63,3,Married,Operarions,Directive,31.0,2,24,1,4,9,type3,4.0,3,1,8,5,0.8728
F,60,5,Married,IT,Analytical,24.0,2,64,1,3,2,type2,1.0,2,3,8,4,0.2653
F,25,4,Married,R&D,Behavioral,6.0,3,51,2,2,8,type2,2.0,4,3,5,3,0.0986
F,52,1,Single,Logistics,Behavioral,27.0,4,29,1,3,2,type3,1.0,2,2,8,3,0.0041
F,46,3,Single,Security,Directive,9.0,1,29,1,1,2,type3,4.0,5,3,5,3,0.1278
F,47,3,Married,IT,Behavioral,13.0,2,44,1,1,2,type2,1.0,3,3,5,3,0.1623
M,45,3,Single,Marketing,Behavioral,19.0,1,51,0,4,4,type3,1.0,3,2,5,5,0.2898
F,31,3,Single,Sales,Directive,4.0,3,53,1,3,4,type3,3.0,3,2,6,3,0.0463
F,64,1,Married,IT,Directive,25.0,1,58,0,3,7,type2,2.0,3,1,5,4,0.0696
M,45,1,Married,IT,Behavioral,20.0,1,40,1,3,6,type2,4.0,1,1,7,4,0.3473
M,36,4,Single,Logistics,Analytical,7.0,1,53,0,2,7,type2,1.0,4,2,8,3,0.2609
M,32,4,Married,Accounting and Finance,Analytical,5.0,1,34,0,3,7,type3,2.0,3,4,8,3,0.0434
F,25,4,Single,Logistics,Behavioral,6.0,4,40,0,4,3,type3,2.0,3,2,5,3,0.1121
F,60,3,Married,Human Resource Management,Conceptual,38.0,3,26,1,1,5,type2,4.0,4,2,8,2,0.0434
F,58,1,Single,Logistics,Conceptual,30.0,4,72,1,3,6,type3,4.0,3,3,7,5,0.42
M,31,2,Married,Sales,Conceptual,8.0,3,24,1,2,9,type3,1.0,2,3,9,5,0.096
M,45,4,Married,IT,Analytical,10.0,1,63,0,2,4,type2,2.0,3,2,7,1,0.1736
F,34,3,Married,Sales,Analytical,11.0,4,39,1,2,8,type4,3.0,2,4,8,3,0.1048
F,31,1,Single,Purchasing,Analytical,8.0,2,68,0,4,10,type1,3.0,2,3,7,3,0.2728
M,64,3,Married,IT,Behavioral,39.0,4,57,1,5,8,type3,3.0,3,2,5,1,0.2751
M,30,3,Married,Human Resource Management,Conceptual,6.0,2,73,0,1,5,type2,2.0,4,2,8,4,0.0622
F,54,4,Single,Human Resource Management,Conceptual,28.0,3,52,2,1,7,type4,5.0,3,5,8,3,0.245
F,26,3,Married,R&D,Conceptual,4.0,4,40,1,2,6,type3,1.0,2,3,7,5,0.1611
F,57,3,Single,IT,Conceptual,35.0,1,22,1,1,8,type2,1.0,4,2,7,3,0.0198
M,42,3,Single,Human Resource Management,Analytical,13.385064177362894,2,58,0,1,5,type3,4.0,4,2,6,3,0.8351
M,45,4,Single,IT,Conceptual,16.0,4,24,1,4,8,type2,4.0,3,2,6,3,0.0324
F,39,5,Single,R&D,Behavioral,16.0,3,71,0,4,5,type3,1.0,3,3,9,3,0.1184
F,41,2,Married,Sales,Directive,14.0,3,30,1,1,6,type3,2.0,4,4,8,5,0.1468
M,64,4,Married,Sales,Behavioral,39.0,2,43,0,4,8,type2,3.0,3,3,7,4,0.1098
M,52,4,Married,Logistics,Behavioral,16.0,3,36,1,3,5,type2,4.0,3,3,6,3,0.1997
M,52,5,Single,IT,Analytical,19.0,1,58,2,3,8,type2,1.0,3,5,7,5,0.1639
M,43,3,Single,Accounting and Finance,Directive,12.0,1,50,2,3,2,type2,2.0,3,2,8,5,0.599
M,20,3,Married,IT,Conceptual,1.0,1,53,1,5,3,type3,1.0,1,2,6,5,0.2306
M,60,2,Single,Logistics,Directive,25.0,3,41,1,3,10,type2,2.0,3,3,7,3,0.2998
M,52,5,Married,IT,Conceptual,22.0,1,27,1,1,6,type2,2.0,3,4,6,3,0.0061
F,22,4,Married,Sales,Conceptual,3.0,1,54,0,4,6,type2,3.0,4,4,7,2,0.1779
F,43,3,Single,IT,Directive,4.0,3,61,0,1,4,type2,1.0,4,4,8,3,0.1039
F,22,2,Married,Quality,Directive,3.0,3,45,1,4,5,type3,1.0,3,2,6,4,0.1967
M,57,1,Single,Marketing,Analytical,31.0,2,23,1,2,9,type2,3.0,4,1,5,4,0.071
F,50,3,Married,Logistics,Behavioral,22.0,1,63,0,2,8,type2,3.0,3,2,5,3,0.0035
M,39,4,Married,Purchasing,Behavioral,38.0,4,55,1,3,8,type2,1.0,3,3,7,5,0.1246
F,51,3,Married,Sales,Directive,14.0,4,39,0,1,1,type2,3.0,5,1,8,4,0.0201
F,24,3,Married,Logistics,Behavioral,5.0,4,50,1,4,5,type3,2.0,3,3,8,3,0.0947
M,39,5,Married,IT,Directive,5.0,1,37,1,1,8,type4,3.0,4,2,9,3,0.2533
F,54,4,Single,IT,Directive,31.0,2,61,0,1,9,type2,3.0,3,4,6,3,0.0488
F,52,4,Married,R&D,Behavioral,23.0,3,48,0,1,10,type2,1.0,2,3,8,3,0.2698
M,25,2,Single,Human Resource Management,Directive,13.385064177362894,3,42,2,5,4,type2,3.0,3,4,5,5,0.1093
F,25,3,Single,Human Resource Management,Behavioral,6.0,3,51,0,3,5,type2,3.0,3,4,6,4,0.0867
M,32,4,Married,R&D,Directive,8.0,1,63,1,5,6,type2,3.0,3,4,8,3,0.1516
F,37,4,Married,IT,Directive,13.0,2,64,1,2,6,type3,3.0,1,4,7,4,0.2594
M,36,3,Married,Logistics,Behavioral,8.0,4,27,1,3,6,type2,2.0,3,3,7,3,0.2536
M,31,3,Married,Purchasing,Directive,3.0,2,61,1,3,6,type1,1.0,3,3,8,3,0.1394
M,29,5,Single,Logistics,Analytical,5.0,1,48,2,3,7,type2,2.0,2,3,8,3,0.2255
F,25,3,Married,Quality,Conceptual,6.0,3,47,0,2,8,type3,1.0,5,4,7,3,0.0227
F,39,2,Married,IT,Directive,11.0,4,41,1,3,3,type2,3.0,3,2,5,4,0.2856
F,51,4,Single,IT,Analytical,20.0,1,32,1,2,8,type3,1.0,4,1,7,4,0.0438
F,36,1,Single,Operarions,Behavioral,13.0,1,62,0,1,2,type3,2.0,2,2,8,2,0.1556
F,23,5,Married,Accounting and Finance,Directive,4.0,1,32,0,3,2,type2,3.0,3,4,5,3,0.2398
M,20,4,Married,Sales,Conceptual,1.0,1,35,1,1,9,type3,3.0,3,3,5,4,0.1642
F,59,3,Married,Marketing,Conceptual,21.0,3,32,1,3,6,type2,2.0,4,4,8,3,0.5283
M,26,2,Married,Operarions,Conceptual,2.0,1,71,1,3,4,type2,3.0,3,3,5,5,0.2642
F,58,3,Married,IT,Directive,22.0,2,56,1,2,2,type3,4.0,3,1,8,3,0.1804
F,35,2,Single,Purchasing,Conceptual,11.0,3,56,2,3,6,type2,2.0,2,4,8,3,0.0238
F,38,3,Single,IT,Conceptual,9.0,4,20,2,4,4,type3,2.0,4,4,6,3,0.2369
M,23,2,Married,IT,Behavioral,4.0,4,56,0,1,7,type2,2.0,4,4,5,5,0.0381
F,39,3,Married,Logistics,Conceptual,2.0,2,58,1,2,6,type3,4.0,2,2,6,3,0.4673
M,31,4,Married,Purchasing,Directive,9.0,2,70,0,4,8,type2,1.0,3,2,6,4,0.065
F,47,3,Married,Human Resource Management,Directive,8.0,2,35,2,3,10,type2,2.0,3,4,5,3,0.1794
F,42,4,Single,Sales,Conceptual,6.0,1,55,0,4,8,type3,2.0,3,2,8,4,0.1255
F,27,4,Married,Logistics,Directive,3.0,1,65,1,3,10,type3,4.0,3,3,8,3,0.058
F,21,4,Married,Human Resource Management,Behavioral,2.0,2,46,1,3,8,type2,2.0,2,3,8,3,0.1282
M,31,5,Married,Marketing,Behavioral,9.0,4,71,1,4,8,type3,2.0,3,3,8,4,0.0968
F,31,4,Married,Operarions,Conceptual,8.0,3,65,1,2,7,type1,2.0,3,1,6,3,0.1042
F,52,3,Married,Marketing,Analytical,29.0,2,56,1,1,1,type3,3.0,3,3,8,3,0.1077
F,57,3,Single,Operarions,Directive,18.0,3,51,1,2,10,type3,3.0,3,3,7,4,0.0886
F,54,3,Married,Quality,Behavioral,18.0,2,50,0,3,5,type3,3.0,4,4,7,5,0.1793
F,20,3,Married,Operarions,Conceptual,1.0,1,20,0,2,5,type3,2.0,3,2,8,3,0.1832
M,63,3,Married,Sales,Conceptual,27.0,2,64,1,5,6,type2,2.0,3,3,9,1,0.1353
M,47,3,Married,IT,Behavioral,15.0,4,20,2,3,5,type3,3.0,3,3,7,4,0.2746
F,54,4,Married,R&D,Conceptual,17.0,1,25,1,2,5,type3,3.0,3,4,7,3,0.1615
F,29,1,Married,IT,Directive,5.0,2,53,0,3,9,type3,1.0,3,4,7,3,0.0431
F,25,3,Married,Human Resource Management,Directive,6.0,2,60,1,2,6,type2,2.0,3,3,8,4,0.2138
F,50,3,Married,IT,Analytical,13.0,2,36,1,2,8,type3,2.0,3,2,7,2,0.0886
M,37,1,Married,Operarions,Directive,9.0,2,61,2,2,6,type2,3.0,4,3,8,4,0.0659
F,62,3,Married,Operarions,Conceptual,24.0,2,72,1,1,8,type3,2.0,3,2,8,2,0.1044
F,26,4,Married,IT,Analytical,2.0,2,32,1,5,9,type3,4.0,3,4,7,4,0.0824
M,30,4,Married,IT,Analytical,6.0,1,22,1,1,6,type3,1.0,3,3,6,3,0.1663
F,62,3,Married,Operarions,Conceptual,39.0,1,64,1,2,8,type2,1.0,3,1,8,3,0.1117
F,26,4,Married,R&D,Analytical,3.0,1,39,0,3,3,type2,1.0,2,3,7,4,0.7161
F,38,4,Single,Security,Directive,13.0,3,49,1,3,7,type3,2.0,3,4,9,4,0.1372
F,22,3,Married,Logistics,Behavioral,3.0,2,50,2,4,4,type3,1.0,3,2,6,3,0.1538
F,39,3,Single,Purchasing,Directive,11.0,4,64,0,4,6,type2,2.0,4,2,7,3,0.1147
F,25,3,Married,Sales,Analytical,6.0,4,52,1,4,5,type3,1.0,2,3,8,2,0.4466
M,24,4,Single,R&D,Behavioral,5.0,1,64,0,5,8,type3,2.0,4,4,8,4,0.0444
F,36,3,Married,IT,Behavioral,13.0,2,24,0,3,8,type2,1.0,2,3,8,3,0.0054
F,19,4,Married,Quality,Analytical,0.0,0,29,2,4,9,type2,4.0,5,3,8,3,0.0138
F,32,3,Single,Accounting and Finance,Directive,6.0,2,35,0,3,7,type2,2.0,3,3,6,3,0.2702
F,54,2,Married,Operarions,Analytical,21.0,3,71,2,2,7,type3,3.0,3,2,8,3,0.2164
F,55,2,Married,IT,Analytical,18.0,3,24,0,2,2,type2,3.0,3,5,8,4,0.0274
F,29,5,Married,Logistics,Conceptual,6.0,4,55,0,5,6,type0,4.0,3,2,6,4,0.1283
M,26,1,Married,Accounting and Finance,Analytical,2.0,1,64,1,3,6,type2,3.0,4,2,7,3,0.014
F,24,4,Single,R&D,Analytical,5.0,1,30,0,3,8,type2,1.0,2,4,8,1,0.1401
M,29,3,Married,R&D,Behavioral,5.0,3,28,1,3,8,type3,2.0,2,4,5,5,0.2443
F,39,1,Married,Logistics,Analytical,29.0,2,70,1,2,5,type2,1.0,4,4,7,2,0.2297
F,54,3,Married,Sales,Behavioral,31.0,3,48,0,2,4,type2,4.0,5,3,6,3,0.1225
F,50,2,Married,Sales,Behavioral,24.0,3,60,1,3,4,type2,1.0,3,3,8,3,0.0319
F,51,2,Married,Logistics,Analytical,21.0,4,53,1,5,8,type3,3.0,3,2,8,4,0.3993
F,25,2,Married,Operarions,Analytical,6.0,4,68,1,3,4,type3,2.0,3,4,8,3,0.6471
M,33,2,Single,Accounting and Finance,Analytical,6.0,1,46,1,4,4,type2,1.0,1,1,5,3,0.159
M,48,1,Married,Marketing,Behavioral,10.0,2,67,0,2,5,type3,3.0,2,3,8,2,0.6289
F,39,5,Single,Sales,Directive,5.0,4,26,2,4,3,type2,3.0,3,3,8,3,0.3181
F,41,5,Married,Sales,Behavioral,5.0,1,36,1,4,9,type2,1.0,1,2,5,3,0.0278
M,39,4,Single,R&D,Analytical,5.0,2,62,0,3,6,type3,3.0,3,3,5,4,0.1079
M,34,3,Married,Logistics,Conceptual,11.0,3,26,0,4,6,type3,4.0,4,3,8,3,0.1299
F,32,2,Single,Sales,Behavioral,8.0,1,49,1,3,5,type2,2.0,5,4,8,3,0.0125
F,42,1,Single,R&D,Conceptual,19.0,3,31,1,1,9,type3,1.0,3,4,8,3,0.119
F,25,5,Married,Sales,Behavioral,6.0,2,31,1,3,8,type3,2.0,5,5,6,4,0.0247
F,33,4,Married,Logistics,Analytical,10.0,4,25,1,3,7,type3,2.0,2,3,8,1,0.2464
F,39,4,Single,Marketing,Conceptual,5.0,3,25,0,4,4,type2,4.0,4,3,8,3,0.1275
F,25,2,Single,Production,Directive,6.0,3,59,0,3,6,type2,2.0,2,3,9,3,0.0406
M,26,3,Single,Marketing,Conceptual,2.0,2,73,1,3,8,type2,2.0,1,4,7,3,0.1138
M,35,3,Single,IT,Analytical,7.0,4,53,0,5,5,type2,2.0,3,2,8,3,0.5311
M,19,5,Married,Logistics,Behavioral,0.0,0,47,1,2,4,type2,1.0,3,2,8,5,0.0402
M,30,5,Single,Accounting and Finance,Directive,7.0,2,50,0,3,5,type2,2.0,3,3,5,4,0.1714
F,19,3,Single,Purchasing,Behavioral,0.0,0,41,1,1,5,type2,1.0,3,2,9,5,0.0415
F,36,2,Single,Operarions,Conceptual,7.0,4,44,0,3,9,type2,1.0,3,5,5,5,0.0924
F,39,1,Married,Purchasing,Directive,11.0,3,59,2,1,8,type2,3.0,3,2,6,3,0.0632
M,30,2,Married,R&D,Directive,6.0,2,41,2,4,5,type3,3.0,4,2,7,3,0.1229
M,51,3,Married,Production,Behavioral,21.0,3,67,2,5,5,type2,1.0,1,4,7,3,0.1032
M,52,5,Married,Logistics,Analytical,26.0,2,51,1,3,7,type2,1.0,1,4,5,3,0.2395
M,63,4,Married,Production,Conceptual,30.0,2,38,1,2,4,type4,1.0,3,2,8,3,0.0717
M,25,4,Single,Human Resource Management,Analytical,6.0,1,27,0,1,9,type2,2.0,3,3,7,5,0.2736
F,31,5,Single,Logistics,Conceptual,3.0,2,55,0,3,2,type2,2.0,3,2,8,3,0.0386
F,51,3,Married,Sales,Behavioral,26.0,4,65,1,2,7,type3,4.0,4,1,9,3,0.1708
F,30,3,Married,Marketing,Conceptual,8.0,4,73,1,1,8,type2,3.0,3,3,9,3,0.1726
M,42,2,Single,Security,Behavioral,16.0,3,23,1,1,8,type2,4.0,3,2,8,4,0.1857
M,49,4,Single,Operarions,Conceptual,13.0,1,47,2,1,6,type0,5.0,3,4,7,4,0.8261
F,51,4,Married,Operarions,Directive,25.0,4,20,0,5,4,type3,2.0,3,2,8,4,0.4779
F,43,4,Single,Operarions,Directive,7.0,4,33,0,2,7,type2,3.0,3,3,5,3,0.0026
F,49,1,Married,Sales,Conceptual,11.0,4,73,2,3,7,type3,4.0,3,2,6,4,0.106
F,50,4,Married,Operarions,Behavioral,27.0,1,49,1,4,8,type3,1.0,3,2,6,3,0.0869
M,24,3,Married,IT,Analytical,5.0,2,49,0,3,5,type3,3.0,3,3,8,3,0.0788
M,28,4,Married,Quality,Analytical,5.0,4,38,1,5,5,type3,2.0,3,1,5,1,0.1015
M,35,4,Single,Quality,Conceptual,9.0,1,74,1,3,4,type2,3.0,3,4,6,5,0.0849
F,28,3,Married,IT,Analytical,4.0,3,67,1,1,8,type3,4.0,3,3,8,3,0.2897
F,37,3,Married,Operarions,Directive,12.0,3,60,1,3,6,type1,4.0,3,2,8,4,0.0771
M,52,3,Married,Logistics,Behavioral,23.0,1,64,0,2,7,type2,1.0,3,3,8,3,0.0494
F,28,2,Married,Human Resource Management,Behavioral,5.0,3,24,1,2,6,type2,3.0,3,2,8,4,0.0334
F,34,3,Single,Operarions,Analytical,7.0,3,58,2,5,8,type3,4.0,3,1,8,3,0.1367
M,62,3,Married,Sales,Conceptual,30.0,3,42,1,4,2,type2,3.0,5,2,8,3,0.2426
M,54,4,Married,Logistics,Analytical,32.0,2,32,0,3,8,type2,4.0,2,5,6,3,0.2682
F,32,5,Single,Sales,Analytical,7.0,3,47,2,4,4,type2,3.0,3,3,6,1,0.0834
F,59,1,Single,Logistics,Behavioral,27.0,2,22,0,4,9,type3,3.0,3,5,9,3,0.0404
F,60,4,Single,R&D,Analytical,13.385064177362894,4,32,1,3,2,type3,4.0,3,4,7,3,0.0809
F,45,4,Married,R&D,Conceptual,8.0,2,30,0,3,7,type3,1.0,2,4,7,3,0.0313
F,25,3,Married,Operarions,Analytical,6.0,4,32,1,2,10,type2,4.0,3,3,9,3,0.0339
M,53,4,Single,Accounting and Finance,Behavioral,29.0,1,67,1,3,6,type2,4.0,3,1,8,4,0.105
F,31,2,Married,Purchasing,Behavioral,2.0,1,72,1,3,4,type3,2.0,3,3,6,3,0.0071
M,23,5,Married,Purchasing,Behavioral,4.0,3,51,0,3,7,type2,4.0,4,4,5,4,0.0197
F,35,3,Married,Sales,Analytical,13.385064177362894,4,62,1,3,7,type2,1.0,3,2,8,4,0.4171
F,52,4,Married,Sales,Behavioral,18.0,2,33,0,2,5,type2,3.0,3,1,9,2,0.1643
M,25,5,Married,Logistics,Behavioral,6.0,3,37,1,5,3,type2,2.0,3,2,9,4,0.2392
M,27,3,Married,IT,Directive,3.0,1,64,1,3,6,type2,4.0,4,3,8,3,0.1505
F,21,4,Single,Sales,Analytical,2.0,2,48,0,3,8,type3,4.0,4,3,8,4,0.197
M,32,3,Married,Human Resource Management,Directive,3.0,3,69,1,1,4,type4,3.0,4,1,7,3,0.2287
M,33,2,Married,Accounting and Finance,Directive,10.0,4,61,0,2,5,type2,3.0,3,4,7,4,0.6075
M,65,3,Single,Logistics,Conceptual,30.0,4,69,0,5,7,type3,1.0,4,3,9,3,0.7915
M,31,4,Married,R&D,Conceptual,8.0,3,42,2,3,9,type3,3.0,4,5,5,3,0.1599
M,45,4,Married,Purchasing,Behavioral,15.0,3,41,0,2,4,type2,4.0,4,2,8,3,0.1987
M,65,4,Single,Operarions,Conceptual,30.0,4,60,2,4,5,type3,2.0,2,3,8,3,0.0768
F,36,1,Single,Logistics,Directive,9.0,1,50,1,2,6,type2,1.0,3,3,8,4,0.1784
F,30,4,Married,Sales,Analytical,8.0,4,60,2,5,4,type2,1.0,1,3,6,4,0.2818
F,46,4,Married,Marketing,Behavioral,8.0,2,46,1,3,8,type2,1.0,3,3,8,2,0.0838
F,28,1,Married,R&D,Conceptual,6.0,1,22,0,3,6,type3,1.0,3,3,9,3,0.2946
F,50,1,Married,Operarions,Directive,22.0,1,28,0,1,6,type2,1.0,4,3,8,1,0.2728
F,33,4,Married,Accounting and Finance,Behavioral,9.0,2,61,1,3,6,type2,4.0,3,1,7,3,0.0138
M,39,4,Single,Purchasing,Conceptual,6.0,3,55,2,2,8,type3,1.0,3,2,7,5,0.0207
F,33,3,Single,Logistics,Directive,7.0,4,71,2,1,7,type2,2.0,3,4,8,3,0.1719
M,56,3,Single,R&D,Behavioral,31.0,4,24,2,4,6,type2,3.0,3,3,6,3,0.1875
M,42,3,Single,IT,Behavioral,8.0,2,28,1,3,5,type2,4.0,3,1,6,2,0.0219
M,42,1,Married,IT,Directive,7.0,4,51,1,2,5,type0,4.0,5,2,9,5,0.1914
F,57,3,Married,Security,Analytical,24.0,3,68,2,2,9,type3,2.0,4,3,7,3,0.1662
M,20,1,Married,Logistics,Analytical,1.0,1,72,0,4,4,type3,2.0,3,4,8,3,0.0857
M,52,5,Married,Sales,Conceptual,26.0,3,42,2,5,10,type3,2.0,3,3,7,3,0.1478
F,58,3,Single,Sales,Behavioral,26.0,4,60,1,3,4,type3,3.0,3,4,8,4,0.0767
F,24,3,Married,IT,Directive,5.0,1,54,0,3,6,type2,3.0,2,3,5,3,0.1769
M,39,3,Married,Operarions,Directive,5.0,4,39,0,1,6,type3,2.0,3,2,6,3,0.1677
M,54,3,Married,Logistics,Analytical,31.0,4,58,0,1,4,type3,4.0,4,4,7,4,0.0863
F,44,3,Married,Operarions,Conceptual,5.0,2,36,1,3,6,type2,1.0,3,4,9,3,0.0606
M,24,5,Married,Logistics,Directive,13.385064177362894,2,27,0,4,7,type2,2.0,3,2,8,4,0.1084
F,40,4,Single,Sales,Analytical,16.0,3,24,0,4,8,type2,4.0,3,4,9,3,0.1587
M,61,1,Married,Human Resource Management,Conceptual,13.385064177362894,2,29,2,5,7,type2,1.0,3,2,8,3,0.6858
F,60,1,Single,Logistics,Behavioral,23.0,3,37,1,3,3,type3,4.0,5,4,8,5,0.0129
M,29,1,Married,Sales,Behavioral,5.0,1,31,1,2,8,type3,4.0,5,2,7,3,0.2646
F,22,3,Single,Operarions,Behavioral,3.0,3,60,1,3,4,type3,1.0,4,2,9,2,0.2186
F,54,3,Single,Sales,Directive,31.0,4,32,1,2,2,type3,3.0,3,3,8,3,0.1983
M,54,4,Single,Operarions,Behavioral,21.0,1,25,0,2,7,type2,1.0,3,1,8,3,0.1483
F,21,1,Married,IT,Behavioral,2.0,2,23,0,3,4,type3,1.0,3,4,6,4,0.1899
F,35,3,Single,Purchasing,Directive,12.0,3,64,1,3,5,type2,3.0,3,3,6,3,0.1319
F,38,3,Married,R&D,Analytical,12.0,1,61,1,1,5,type3,3.0,3,2,7,4,0.1821
M,39,3,Single,Logistics,Directive,3.0,2,20,0,3,6,type2,1.0,3,2,6,4,0.0209
F,24,3,Married,Accounting and Finance,Conceptual,5.0,2,41,0,2,6,type3,3.0,1,3,8,3,0.1702
F,36,3,Married,R&D,Directive,12.0,4,51,1,4,5,type3,2.0,3,4,7,3,0.1123
F,35,4,Single,Production,Directive,7.0,2,23,1,1,7,type2,3.0,4,3,6,3,0.1879
F,54,5,Married,Logistics,Directive,21.0,2,71,0,3,5,type3,4.0,4,3,8,3,0.1933
M,62,1,Married,Logistics,Directive,38.0,4,57,1,3,4,type3,2.0,1,3,8,4,0.1999
F,39,1,Single,Sales,Behavioral,6.0,1,28,2,5,10,type2,2.0,3,3,6,3,0.0573
F,61,3,Married,Logistics,Behavioral,31.0,1,66,1,3,8,type3,1.0,3,5,5,3,0.2108
F,28,4,Single,Sales,Conceptual,6.0,4,31,1,3,6,type2,2.0,3,3,6,5,0.063
F,23,4,Married,Logistics,Directive,4.0,3,41,1,4,6,type2,2.0,2,3,8,4,0.1091
M,46,4,Single,Accounting and Finance,Analytical,18.0,2,34,1,3,8,type3,1.0,3,4,8,3,0.0837
F,30,4,Single,Logistics,Conceptual,13.385064177362894,1,74,0,3,6,type2,2.0,3,4,8,3,0.006999999999999999
M,26,4,Single,Security,Conceptual,4.0,4,30,1,5,6,type2,2.0,3,3,7,4,0.0273
F,65,5,Married,Operarions,Analytical,38.0,4,48,0,1,7,type2,1.0,3,2,5,4,0.0456
M,39,3,Married,Sales,Behavioral,12.0,2,34,1,3,5,type2,1.0,3,4,7,3,0.1506
F,60,3,Married,IT,Behavioral,23.0,2,55,1,5,4,type2,2.0,3,3,8,3,0.6941
F,31,3,Married,Accounting and Finance,Conceptual,3.0,1,70,2,3,8,type3,2.0,2,4,5,4,0.1472
M,39,4,Married,Accounting and Finance,Analytical,24.0,1,66,1,4,10,type3,4.0,5,4,9,4,0.1823
F,60,3,Married,IT,Directive,22.0,2,70,0,1,8,type3,4.0,3,2,8,5,0.2966
F,45,5,Single,Logistics,Directive,19.0,4,38,1,3,7,type2,3.0,3,3,5,5,0.2118
F,44,3,Single,IT,Conceptual,8.0,3,68,0,4,8,type2,1.0,3,3,7,4,0.1751
F,43,4,Married,Production,Behavioral,8.0,1,66,0,3,5,type3,3.0,3,3,8,5,0.104
M,27,3,Single,Operarions,Behavioral,4.0,1,32,1,1,6,type2,3.0,4,3,6,5,0.16699999999999998
F,42,3,Married,Logistics,Behavioral,13.0,3,51,1,3,8,type2,2.0,3,1,6,2,0.1754
M,22,3,Married,IT,Directive,3.0,3,47,2,2,5,type2,2.0,3,4,7,5,0.2996
F,53,2,Married,Logistics,Directive,20.0,3,69,1,3,7,type2,1.0,3,2,5,3,0.1361
F,34,3,Married,Human Resource Management,Conceptual,10.0,2,38,0,1,3,type3,1.0,3,2,8,3,0.5636
F,32,4,Married,Logistics,Conceptual,4.0,2,37,1,5,1,type2,2.0,3,1,6,3,0.1393
F,31,3,Single,Marketing,Analytical,5.0,2,62,0,3,4,type2,2.0,3,2,8,2,0.1832
M,59,1,Married,Sales,Analytical,20.0,2,29,1,3,5,type3,4.0,3,3,5,3,0.0392
F,37,3,Married,R&D,Conceptual,12.0,2,64,1,3,3,type3,4.0,3,3,5,5,0.0925
M,50,2,Single,Sales,Analytical,17.0,3,37,0,1,9,type3,5.0,2,2,8,3,0.2436
M,35,3,Married,Sales,Behavioral,10.0,1,50,0,3,8,type3,1.0,3,3,8,1,0.2965
F,21,1,Married,IT,Directive,2.0,2,27,1,3,8,type1,1.0,3,4,7,3,0.1048
M,21,3,Single,Operarions,Conceptual,2.0,2,45,0,5,6,type3,4.0,3,2,8,4,0.1224
F,23,5,Single,Sales,Conceptual,4.0,4,73,0,3,8,type2,1.0,3,2,8,3,0.2589
F,41,1,Single,Operarions,Behavioral,9.0,1,25,1,2,8,type4,3.0,3,3,6,3,0.0132
F,27,3,Married,Accounting and Finance,Analytical,5.0,3,64,0,3,8,type3,4.0,3,4,8,4,0.0262
F,26,3,Single,IT,Directive,3.0,1,53,1,2,4,type3,4.0,5,2,9,3,0.1499
M,34,3,Single,Marketing,Directive,9.0,1,58,1,3,6,type2,2.0,3,3,8,4,0.1583
F,54,2,Married,Human Resource Management,Directive,27.0,1,27,1,3,8,type2,1.0,4,3,7,3,0.1685
F,20,3,Married,IT,Directive,1.0,1,64,1,3,5,type2,3.0,3,2,8,3,0.0991
M,53,5,Single,R&D,Analytical,24.0,4,25,2,1,8,type2,2.0,3,2,6,3,0.1629
M,33,5,Single,Purchasing,Directive,5.0,4,33,1,4,4,type3,2.0,4,2,6,2,0.3447
F,30,3,Single,Production,Behavioral,6.0,1,43,1,2,6,type4,4.0,3,3,8,3,0.0332
F,58,3,Single,Logistics,Analytical,26.0,3,30,1,4,5,type2,2.0,5,5,8,3,0.1811
M,50,3,Single,Logistics,Directive,12.0,1,21,1,3,5,type2,3.0,3,2,8,2,0.0713
M,28,3,Married,R&D,Directive,5.0,3,23,0,3,4,type3,1.0,3,4,8,3,0.2553
F,19,4,Single,R&D,Conceptual,0.0,0,46,1,3,8,type0,2.0,3,3,8,3,0.1661
F,37,4,Married,Sales,Behavioral,10.0,4,47,1,1,5,type2,4.0,3,3,6,5,0.0213
F,52,3,Single,Logistics,Analytical,17.0,3,39,1,3,9,type2,3.0,4,2,7,2,0.1935
M,25,5,Married,Sales,Analytical,6.0,2,29,1,2,8,type2,3.0,5,3,7,3,0.2655
F,64,4,Married,Quality,Behavioral,28.0,3,54,1,3,8,type3,1.0,4,3,7,3,0.1191
F,52,2,Married,Logistics,Directive,25.0,4,52,1,5,9,type2,4.0,1,4,7,3,0.2154
F,25,3,Married,Logistics,Analytical,6.0,4,61,1,2,5,type3,3.0,3,3,6,3,0.0959
